"municipalityCode","prefecture","municipalityName","municipalityDisplayName"
"21221","岐阜県","海津市","岐阜県海津市"
"22100","静岡県","静岡市","静岡県静岡市"
"22130","静岡県","浜松市","静岡県浜松市"
"22203","静岡県","沼津市","静岡県沼津市"
"22205","静岡県","熱海市","静岡県熱海市"
"22206","静岡県","三島市","静岡県三島市"
"22207","静岡県","富士宮市","静岡県富士宮市"
"22208","静岡県","伊東市","静岡県伊東市"
"22209","静岡県","島田市","静岡県島田市"
"22210","静岡県","富士市","静岡県富士市"
"22211","静岡県","磐田市","静岡県磐田市"
"22212","静岡県","焼津市","静岡県焼津市"
"22213","静岡県","掛川市","静岡県掛川市"
"22214","静岡県","藤枝市","静岡県藤枝市"
"22215","静岡県","御殿場市","静岡県御殿場市"
"22216","静岡県","袋井市","静岡県袋井市"
"22219","静岡県","下田市","静岡県下田市"
"22220","静岡県","裾野市","静岡県裾野市"
"22221","静岡県","湖西市","静岡県湖西市"
"22222","静岡県","伊豆市","静岡県伊豆市"
"22223","静岡県","御前崎市","静岡県御前崎市"
"22224","静岡県","菊川市","静岡県菊川市"
"22225","静岡県","伊豆の国市","静岡県伊豆の国市"
"22226","静岡県","牧之原市","静岡県牧之原市"
"23100","愛知県","名古屋市","愛知県名古屋市"
"23201","愛知県","豊橋市","愛知県豊橋市"
"23202","愛知県","岡崎市","愛知県岡崎市"
"23203","愛知県","一宮市","愛知県一宮市"
"23204","愛知県","瀬戸市","愛知県瀬戸市"
"23205","愛知県","半田市","愛知県半田市"
"23206","愛知県","春日井市","愛知県春日井市"
"23207","愛知県","豊川市","愛知県豊川市"
"23208","愛知県","津島市","愛知県津島市"
"23209","愛知県","碧南市","愛知県碧南市"
"23210","愛知県","刈谷市","愛知県刈谷市"
"23211","愛知県","豊田市","愛知県豊田市"
"23212","愛知県","安城市","愛知県安城市"
"23213","愛知県","西尾市","愛知県西尾市"
"23214","愛知県","蒲郡市","愛知県蒲郡市"
"23215","愛知県","犬山市","愛知県犬山市"
"23216","愛知県","常滑市","愛知県常滑市"
"23217","愛知県","江南市","愛知県江南市"
"23219","愛知県","小牧市","愛知県小牧市"
"23220","愛知県","稲沢市","愛知県稲沢市"
"23221","愛知県","新城市","愛知県新城市"
"23222","愛知県","東海市","愛知県東海市"
"23223","愛知県","大府市","愛知県大府市"
"23224","愛知県","知多市","愛知県知多市"
"23225","愛知県","知立市","愛知県知立市"
"23226","愛知県","尾張旭市","愛知県尾張旭市"
"23227","愛知県","高浜市","愛知県高浜市"
"23228","愛知県","岩倉市","愛知県岩倉市"
"23229","愛知県","豊明市","愛知県豊明市"
"23230","愛知県","日進市","愛知県日進市"
"23231","愛知県","田原市","愛知県田原市"
"23232","愛知県","愛西市","愛知県愛西市"
"23233","愛知県","清須市","愛知県清須市"
"23234","愛知県","北名古屋市","愛知県北名古屋市"
"23235","愛知県","弥富市","愛知県弥富市"
"23236","愛知県","みよし市","愛知県みよし市"
"23237","愛知県","あま市","愛知県あま市"
"23238","愛知県","長久手市","愛知県長久手市"
"24201","三重県","津市","三重県津市"
"24202","三重県","四日市市","三重県四日市市"
"24203","三重県","伊勢市","三重県伊勢市"
"24204","三重県","松阪市","三重県松阪市"
"24205","三重県","桑名市","三重県桑名市"
"24207","三重県","鈴鹿市","三重県鈴鹿市"
"24208","三重県","名張市","三重県名張市"
"24209","三重県","尾鷲市","三重県尾鷲市"
"24210","三重県","亀山市","三重県亀山市"
"24211","三重県","鳥羽市","三重県鳥羽市"
"24212","三重県","熊野市","三重県熊野市"
"24214","三重県","いなべ市","三重県いなべ市"
"24215","三重県","志摩市","三重県志摩市"
"24216","三重県","伊賀市","三重県伊賀市"
"25201","滋賀県","大津市","滋賀県大津市"
"25202","滋賀県","彦根市","滋賀県彦根市"
"25203","滋賀県","長浜市","滋賀県長浜市"
"25204","滋賀県","近江八幡市","滋賀県近江八幡市"
"25206","滋賀県","草津市","滋賀県草津市"
"25207","滋賀県","守山市","滋賀県守山市"
"25208","滋賀県","栗東市","滋賀県栗東市"
"25209","滋賀県","甲賀市","滋賀県甲賀市"
"25210","滋賀県","野洲市","滋賀県野洲市"
"25211","滋賀県","湖南市","滋賀県湖南市"
"25212","滋賀県","高島市","滋賀県高島市"
"25213","滋賀県","東近江市","滋賀県東近江市"
"25214","滋賀県","米原市","滋賀県米原市"
"26100","京都府","京都市","京都府京都市"
"26201","京都府","福知山市","京都府福知山市"
"26202","京都府","舞鶴市","京都府舞鶴市"
"26203","京都府","綾部市","京都府綾部市"
"26204","京都府","宇治市","京都府宇治市"
"26205","京都府","宮津市","京都府宮津市"
"26206","京都府","亀岡市","京都府亀岡市"
"26207","京都府","城陽市","京都府城陽市"
"26208","京都府","向日市","京都府向日市"
"26209","京都府","長岡京市","京都府長岡京市"
"26210","京都府","八幡市","京都府八幡市"
"26211","京都府","京田辺市","京都府京田辺市"
"26212","京都府","京丹後市","京都府京丹後市"
"26213","京都府","南丹市","京都府南丹市"
"26214","京都府","木津川市","京都府木津川市"
"27100","大阪府","大阪市","大阪府大阪市"
"27140","大阪府","堺市","大阪府堺市"
"27202","大阪府","岸和田市","大阪府岸和田市"
"27203","大阪府","豊中市","大阪府豊中市"
"27204","大阪府","池田市","大阪府池田市"
"27205","大阪府","吹田市","大阪府吹田市"
"27206","大阪府","泉大津市","大阪府泉大津市"
"27207","大阪府","高槻市","大阪府高槻市"
"27208","大阪府","貝塚市","大阪府貝塚市"
"27209","大阪府","守口市","大阪府守口市"
"27210","大阪府","枚方市","大阪府枚方市"
"27211","大阪府","茨木市","大阪府茨木市"
"27212","大阪府","八尾市","大阪府八尾市"
"27213","大阪府","泉佐野市","大阪府泉佐野市"
"27214","大阪府","富田林市","大阪府富田林市"
"27215","大阪府","寝屋川市","大阪府寝屋川市"
"27216","大阪府","河内長野市","大阪府河内長野市"
"27217","大阪府","松原市","大阪府松原市"
"27218","大阪府","大東市","大阪府大東市"
"27219","大阪府","和泉市","大阪府和泉市"
"27220","大阪府","箕面市","大阪府箕面市"
"27221","大阪府","柏原市","大阪府柏原市"
"27222","大阪府","羽曳野市","大阪府羽曳野市"
"27223","大阪府","門真市","大阪府門真市"
"27224","大阪府","摂津市","大阪府摂津市"
"27225","大阪府","高石市","大阪府高石市"
"27226","大阪府","藤井寺市","大阪府藤井寺市"
"27227","大阪府","東大阪市","大阪府東大阪市"
"27228","大阪府","泉南市","大阪府泉南市"
"27229","大阪府","四條畷市","大阪府四條畷市"
"27230","大阪府","交野市","大阪府交野市"
"27231","大阪府","大阪狭山市","大阪府大阪狭山市"
"27232","大阪府","阪南市","大阪府阪南市"
"28100","兵庫県","神戸市","兵庫県神戸市"
"28201","兵庫県","姫路市","兵庫県姫路市"
"28202","兵庫県","尼崎市","兵庫県尼崎市"
"28203","兵庫県","明石市","兵庫県明石市"
"28204","兵庫県","西宮市","兵庫県西宮市"
"28205","兵庫県","洲本市","兵庫県洲本市"
"28206","兵庫県","芦屋市","兵庫県芦屋市"
"28207","兵庫県","伊丹市","兵庫県伊丹市"
"28208","兵庫県","相生市","兵庫県相生市"
"28209","兵庫県","豊岡市","兵庫県豊岡市"
"28210","兵庫県","加古川市","兵庫県加古川市"
"28212","兵庫県","赤穂市","兵庫県赤穂市"
"28213","兵庫県","西脇市","兵庫県西脇市"
"28214","兵庫県","宝塚市","兵庫県宝塚市"
"28215","兵庫県","三木市","兵庫県三木市"
"28216","兵庫県","高砂市","兵庫県高砂市"
"28217","兵庫県","川西市","兵庫県川西市"
"28218","兵庫県","小野市","兵庫県小野市"
"28219","兵庫県","三田市","兵庫県三田市"
"28220","兵庫県","加西市","兵庫県加西市"
"28221","兵庫県","丹波篠山市","兵庫県丹波篠山市"
"28222","兵庫県","養父市","兵庫県養父市"
"28223","兵庫県","丹波市","兵庫県丹波市"
"28224","兵庫県","南あわじ市","兵庫県南あわじ市"
"28225","兵庫県","朝来市","兵庫県朝来市"
"28226","兵庫県","淡路市","兵庫県淡路市"
"28227","兵庫県","宍粟市","兵庫県宍粟市"
"28228","兵庫県","加東市","兵庫県加東市"
"28229","兵庫県","たつの市","兵庫県たつの市"
"29201","奈良県","奈良市","奈良県奈良市"
"29202","奈良県","大和高田市","奈良県大和高田市"
"29203","奈良県","大和郡山市","奈良県大和郡山市"
"29204","奈良県","天理市","奈良県天理市"
"29205","奈良県","橿原市","奈良県橿原市"
"29206","奈良県","桜井市","奈良県桜井市"
"29207","奈良県","五條市","奈良県五條市"
"29208","奈良県","御所市","奈良県御所市"
"29209","奈良県","生駒市","奈良県生駒市"
"29210","奈良県","香芝市","奈良県香芝市"
"29211","奈良県","葛城市","奈良県葛城市"
"29212","奈良県","宇陀市","奈良県宇陀市"
"30201","和歌山県","和歌山市","和歌山県和歌山市"
"30202","和歌山県","海南市","和歌山県海南市"
"30203","和歌山県","橋本市","和歌山県橋本市"
"30204","和歌山県","有田市","和歌山県有田市"
"30205","和歌山県","御坊市","和歌山県御坊市"
"30206","和歌山県","田辺市","和歌山県田辺市"
"30207","和歌山県","新宮市","和歌山県新宮市"
"30208","和歌山県","紀の川市","和歌山県紀の川市"
"30209","和歌山県","岩出市","和歌山県岩出市"
"31201","鳥取県","鳥取市","鳥取県鳥取市"
"31202","鳥取県","米子市","鳥取県米子市"
"31203","鳥取県","倉吉市","鳥取県倉吉市"
"31204","鳥取県","境港市","鳥取県境港市"
"32201","島根県","松江市","島根県松江市"
"32202","島根県","浜田市","島根県浜田市"
"32203","島根県","出雲市","島根県出雲市"
"32204","島根県","益田市","島根県益田市"
"32205","島根県","大田市","島根県大田市"
"32206","島根県","安来市","島根県安来市"
"32207","島根県","江津市","島根県江津市"
"32209","島根県","雲南市","島根県雲南市"
"33100","岡山県","岡山市","岡山県岡山市"
"33202","岡山県","倉敷市","岡山県倉敷市"
"33203","岡山県","津山市","岡山県津山市"
"33204","岡山県","玉野市","岡山県玉野市"
"33205","岡山県","笠岡市","岡山県笠岡市"
"33207","岡山県","井原市","岡山県井原市"
"33208","岡山県","総社市","岡山県総社市"
"33209","岡山県","高梁市","岡山県高梁市"
"33210","岡山県","新見市","岡山県新見市"
"33211","岡山県","備前市","岡山県備前市"
"33212","岡山県","瀬戸内市","岡山県瀬戸内市"
"33213","岡山県","赤磐市","岡山県赤磐市"
"33214","岡山県","真庭市","岡山県真庭市"
"33215","岡山県","美作市","岡山県美作市"
"33216","岡山県","浅口市","岡山県浅口市"
"34100","広島県","広島市","広島県広島市"
"34202","広島県","呉市","広島県呉市"
"34203","広島県","竹原市","広島県竹原市"
"34204","広島県","三原市","広島県三原市"
"34205","広島県","尾道市","広島県尾道市"
"34207","広島県","福山市","広島県福山市"
"34208","広島県","府中市","広島県府中市"
"34209","広島県","三次市","広島県三次市"
"34210","広島県","庄原市","広島県庄原市"
"34211","広島県","大竹市","広島県大竹市"
"34212","広島県","東広島市","広島県東広島市"
"34213","広島県","廿日市市","広島県廿日市市"
"34214","広島県","安芸高田市","広島県安芸高田市"
"34215","広島県","江田島市","広島県江田島市"
"35201","山口県","下関市","山口県下関市"
"35202","山口県","宇部市","山口県宇部市"
"35203","山口県","山口市","山口県山口市"
"35204","山口県","萩市","山口県萩市"
"35206","山口県","防府市","山口県防府市"
"35207","山口県","下松市","山口県下松市"
"35208","山口県","岩国市","山口県岩国市"
"35210","山口県","光市","山口県光市"
"35211","山口県","長門市","山口県長門市"
"35212","山口県","柳井市","山口県柳井市"
"35213","山口県","美祢市","山口県美祢市"
"35215","山口県","周南市","山口県周南市"
"35216","山口県","山陽小野田市","山口県山陽小野田市"
"36201","徳島県","徳島市","徳島県徳島市"
"36202","徳島県","鳴門市","徳島県鳴門市"
"36203","徳島県","小松島市","徳島県小松島市"
"36204","徳島県","阿南市","徳島県阿南市"
"36205","徳島県","吉野川市","徳島県吉野川市"
"36206","徳島県","阿波市","徳島県阿波市"
"36207","徳島県","美馬市","徳島県美馬市"
"36208","徳島県","三好市","徳島県三好市"
"37201","香川県","高松市","香川県高松市"
"37202","香川県","丸亀市","香川県丸亀市"
"37203","香川県","坂出市","香川県坂出市"
"37204","香川県","善通寺市","香川県善通寺市"
"37205","香川県","観音寺市","香川県観音寺市"
"37206","香川県","さぬき市","香川県さぬき市"
"37207","香川県","東かがわ市","香川県東かがわ市"
"37208","香川県","三豊市","香川県三豊市"
"38201","愛媛県","松山市","愛媛県松山市"
"38202","愛媛県","今治市","愛媛県今治市"
"38203","愛媛県","宇和島市","愛媛県宇和島市"
"38204","愛媛県","八幡浜市","愛媛県八幡浜市"
"38205","愛媛県","新居浜市","愛媛県新居浜市"
"38206","愛媛県","西条市","愛媛県西条市"
"38207","愛媛県","大洲市","愛媛県大洲市"
"38210","愛媛県","伊予市","愛媛県伊予市"
"38213","愛媛県","四国中央市","愛媛県四国中央市"
"38214","愛媛県","西予市","愛媛県西予市"
"38215","愛媛県","東温市","愛媛県東温市"
"39201","高知県","高知市","高知県高知市"
"39202","高知県","室戸市","高知県室戸市"
"39203","高知県","安芸市","高知県安芸市"
"39204","高知県","南国市","高知県南国市"
"39205","高知県","土佐市","高知県土佐市"
"39206","高知県","須崎市","高知県須崎市"
"39208","高知県","宿毛市","高知県宿毛市"
"39209","高知県","土佐清水市","高知県土佐清水市"
"39210","高知県","四万十市","高知県四万十市"
"39211","高知県","香南市","高知県香南市"
"39212","高知県","香美市","高知県香美市"
"40100","福岡県","北九州市","福岡県北九州市"
"40130","福岡県","福岡市","福岡県福岡市"
"40202","福岡県","大牟田市","福岡県大牟田市"
"40203","福岡県","久留米市","福岡県久留米市"
"40204","福岡県","直方市","福岡県直方市"
"40205","福岡県","飯塚市","福岡県飯塚市"
"40206","福岡県","田川市","福岡県田川市"
"40207","福岡県","柳川市","福岡県柳川市"
"40210","福岡県","八女市","福岡県八女市"
"40211","福岡県","筑後市","福岡県筑後市"
"40212","福岡県","大川市","福岡県大川市"
"40213","福岡県","行橋市","福岡県行橋市"
"40214","福岡県","豊前市","福岡県豊前市"
"40215","福岡県","中間市","福岡県中間市"
"40216","福岡県","小郡市","福岡県小郡市"
"40217","福岡県","筑紫野市","福岡県筑紫野市"
"40218","福岡県","春日市","福岡県春日市"
"40219","福岡県","大野城市","福岡県大野城市"
"40220","福岡県","宗像市","福岡県宗像市"
"40221","福岡県","太宰府市","福岡県太宰府市"
"40223","福岡県","古賀市","福岡県古賀市"
"40224","福岡県","福津市","福岡県福津市"
"40225","福岡県","うきは市","福岡県うきは市"
"40226","福岡県","宮若市","福岡県宮若市"
"40227","福岡県","嘉麻市","福岡県嘉麻市"
"40228","福岡県","朝倉市","福岡県朝倉市"
"40229","福岡県","みやま市","福岡県みやま市"
"40230","福岡県","糸島市","福岡県糸島市"
"40231","福岡県","那珂川市","福岡県那珂川市"
"41201","佐賀県","佐賀市","佐賀県佐賀市"
"41202","佐賀県","唐津市","佐賀県唐津市"
"41203","佐賀県","鳥栖市","佐賀県鳥栖市"
"41204","佐賀県","多久市","佐賀県多久市"
"41205","佐賀県","伊万里市","佐賀県伊万里市"
"41206","佐賀県","武雄市","佐賀県武雄市"
"41207","佐賀県","鹿島市","佐賀県鹿島市"
"41208","佐賀県","小城市","佐賀県小城市"
"41209","佐賀県","嬉野市","佐賀県嬉野市"
"41210","佐賀県","神埼市","佐賀県神埼市"
"42201","長崎県","長崎市","長崎県長崎市"
"42202","長崎県","佐世保市","長崎県佐世保市"
"42203","長崎県","島原市","長崎県島原市"
"42204","長崎県","諫早市","長崎県諫早市"
"42205","長崎県","大村市","長崎県大村市"
"42207","長崎県","平戸市","長崎県平戸市"
"42208","長崎県","松浦市","長崎県松浦市"
"42209","長崎県","対馬市","長崎県対馬市"
"42210","長崎県","壱岐市","長崎県壱岐市"
"42211","長崎県","五島市","長崎県五島市"
"42212","長崎県","西海市","長崎県西海市"
"42213","長崎県","雲仙市","長崎県雲仙市"
"42214","長崎県","南島原市","長崎県南島原市"
"43100","熊本県","熊本市","熊本県熊本市"
"43202","熊本県","八代市","熊本県八代市"
"43203","熊本県","人吉市","熊本県人吉市"
"43204","熊本県","荒尾市","熊本県荒尾市"
"43205","熊本県","水俣市","熊本県水俣市"
"43206","熊本県","玉名市","熊本県玉名市"
"43208","熊本県","山鹿市","熊本県山鹿市"
"43210","熊本県","菊池市","熊本県菊池市"
"43211","熊本県","宇土市","熊本県宇土市"
"43212","熊本県","上天草市","熊本県上天草市"
"43213","熊本県","宇城市","熊本県宇城市"
"43214","熊本県","阿蘇市","熊本県阿蘇市"
"43215","熊本県","天草市","熊本県天草市"
"43216","熊本県","合志市","熊本県合志市"
"44201","大分県","大分市","大分県大分市"
"44202","大分県","別府市","大分県別府市"
"44203","大分県","中津市","大分県中津市"
"44204","大分県","日田市","大分県日田市"
"44205","大分県","佐伯市","大分県佐伯市"
"44206","大分県","臼杵市","大分県臼杵市"
"44207","大分県","津久見市","大分県津久見市"
"44208","大分県","竹田市","大分県竹田市"
"44209","大分県","豊後高田市","大分県豊後高田市"
"44210","大分県","杵築市","大分県杵築市"
"44211","大分県","宇佐市","大分県宇佐市"
"44212","大分県","豊後大野市","大分県豊後大野市"
"44213","大分県","由布市","大分県由布市"
"44214","大分県","国東市","大分県国東市"
"45201","宮崎県","宮崎市","宮崎県宮崎市"
"45202","宮崎県","都城市","宮崎県都城市"
"45203","宮崎県","延岡市","宮崎県延岡市"
"45204","宮崎県","日南市","宮崎県日南市"
"45205","宮崎県","小林市","宮崎県小林市"
"45206","宮崎県","日向市","宮崎県日向市"
"45207","宮崎県","串間市","宮崎県串間市"
"45208","宮崎県","西都市","宮崎県西都市"
"45209","宮崎県","えびの市","宮崎県えびの市"
"46201","鹿児島県","鹿児島市","鹿児島県鹿児島市"
"46203","鹿児島県","鹿屋市","鹿児島県鹿屋市"
"46204","鹿児島県","枕崎市","鹿児島県枕崎市"
"46206","鹿児島県","阿久根市","鹿児島県阿久根市"
"46208","鹿児島県","出水市","鹿児島県出水市"
"46210","鹿児島県","指宿市","鹿児島県指宿市"
"46213","鹿児島県","西之表市","鹿児島県西之表市"
"46214","鹿児島県","垂水市","鹿児島県垂水市"
"46215","鹿児島県","薩摩川内市","鹿児島県薩摩川内市"
"46216","鹿児島県","日置市","鹿児島県日置市"
"46217","鹿児島県","曽於市","鹿児島県曽於市"
"46218","鹿児島県","霧島市","鹿児島県霧島市"
"46219","鹿児島県","いちき串木野市","鹿児島県いちき串木野市"
"46220","鹿児島県","南さつま市","鹿児島県南さつま市"
"46221","鹿児島県","志布志市","鹿児島県志布志市"
"46222","鹿児島県","奄美市","鹿児島県奄美市"
"46223","鹿児島県","南九州市","鹿児島県南九州市"
"46224","鹿児島県","伊佐市","鹿児島県伊佐市"
"46225","鹿児島県","姶良市","鹿児島県姶良市"
"47201","沖縄県","那覇市","沖縄県那覇市"
"47205","沖縄県","宜野湾市","沖縄県宜野湾市"
"47207","沖縄県","石垣市","沖縄県石垣市"
"47208","沖縄県","浦添市","沖縄県浦添市"
"47209","沖縄県","名護市","沖縄県名護市"
"47210","沖縄県","糸満市","沖縄県糸満市"
"47211","沖縄県","沖縄市","沖縄県沖縄市"
"47212","沖縄県","豊見城市","沖縄県豊見城市"
"47213","沖縄県","うるま市","沖縄県うるま市"
"47214","沖縄県","宮古島市","沖縄県宮古島市"
"47215","沖縄県","南城市","沖縄県南城市"
